"subject","activity","FrequencyBodyAcc-mean()-X","FrequencyBodyAcc-mean()-Y","FrequencyBodyAcc-mean()-Z","FrequencyBodyAcc-std()-X","FrequencyBodyAcc-std()-Y","FrequencyBodyAcc-std()-Z","FrequencyBodyAccJerk-mean()-X","FrequencyBodyAccJerk-mean()-Y","FrequencyBodyAccJerk-mean()-Z","FrequencyBodyAccJerk-std()-X","FrequencyBodyAccJerk-std()-Y","FrequencyBodyAccJerk-std()-Z","FrequencyBodyAccMag-mean()","FrequencyBodyAccMag-std()","FrequencyBodyBodyAccJerkMag-mean()","FrequencyBodyBodyAccJerkMag-std()","FrequencyBodyBodyGyroJerkMag-mean()","FrequencyBodyBodyGyroJerkMag-std()","FrequencyBodyBodyGyroMag-mean()","FrequencyBodyBodyGyroMag-std()","FrequencyBodyGyro-mean()-X","FrequencyBodyGyro-mean()-Y","FrequencyBodyGyro-mean()-Z","FrequencyBodyGyro-std()-X","FrequencyBodyGyro-std()-Y","FrequencyBodyGyro-std()-Z","TimeBodyAcc-mean()-X","TimeBodyAcc-mean()-Y","TimeBodyAcc-mean()-Z","TimeBodyAcc-std()-X","TimeBodyAcc-std()-Y","TimeBodyAcc-std()-Z","TimeBodyAccJerk-mean()-X","TimeBodyAccJerk-mean()-Y","TimeBodyAccJerk-mean()-Z","TimeBodyAccJerk-std()-X","TimeBodyAccJerk-std()-Y","TimeBodyAccJerk-std()-Z","TimeBodyAccJerkMag-mean()","TimeBodyAccJerkMag-std()","TimeBodyAccMag-mean()","TimeBodyAccMag-std()","TimeBodyGyro-mean()-X","TimeBodyGyro-mean()-Y","TimeBodyGyro-mean()-Z","TimeBodyGyro-std()-X","TimeBodyGyro-std()-Y","TimeBodyGyro-std()-Z","TimeBodyGyroJerk-mean()-X","TimeBodyGyroJerk-mean()-Y","TimeBodyGyroJerk-mean()-Z","TimeBodyGyroJerk-std()-X","TimeBodyGyroJerk-std()-Y","TimeBodyGyroJerk-std()-Z","TimeBodyGyroJerkMag-mean()","TimeBodyGyroJerkMag-std()","TimeBodyGyroMag-mean()","TimeBodyGyroMag-std()","TimeGravityAcc-mean()-X","TimeGravityAcc-mean()-Y","TimeGravityAcc-mean()-Z","TimeGravityAcc-std()-X","TimeGravityAcc-std()-Y","TimeGravityAcc-std()-Z","TimeGravityAccMag-mean()","TimeGravityAccMag-std()"
27,"Walking Downstairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40686239,-0.13123024,-0.23664666,-0.43619223,-0.364145924,-0.53985762,-0.3039806,-0.12451367,NA,NA,NA,NA,NA,-0.5431189,-0.511182585,-0.401310235,-0.3926699075,-0.50313508,-0.491817885,-0.51261451,-0.634369885,-0.72281762,-0.71795335,-0.69337332,-0.57432674,-0.59651134,NA,NA,NA,NA,-0.72756005,-0.75177791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42767128,-0.504195645,-0.577053265,-0.59388636,-0.531429115,-0.59351841,NA,NA
27,"Sitting",-0.99483578,-0.99272781,-0.98206521,-0.97915939,-0.98155275,-0.967677335,-0.972710415,-0.976028205,-0.99659247,-0.99722558,-0.997320795,-0.99826898,-0.99507134,-0.99545174,-0.99908685,-0.99911753,-0.99143005,-0.99884663,-0.99054599,-0.98607134,-0.99804567,-0.997958445,-0.99642899,-0.996693805,-0.99834477,-0.99806631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99642115,-0.9966194,-0.997117215,-0.995579965,NA,NA,NA,NA,NA,-0.97711229,-0.99210919,-0.99473233,-0.99577126,-0.99607907,-0.9980353,-0.994828035,-0.992811275,-0.98037238,-0.99664419,-0.99712979,NA,NA,NA,NA,NA,NA,-0.99615936,-0.996961785
27,"Standing",NA,NA,NA,NA,NA,-0.95220907,-0.96636007,-0.98995662,-0.99653515,-0.99664447,-0.99704443,-0.99459149,-0.99725328,-0.99595752,-0.995516585,-0.995282635,-0.99672391,-0.996769,-0.995723545,-0.996798575,-0.99410211,-0.99642515,-0.99508839,-0.99548661,-0.99693734,-0.99732072,-0.99506204,-0.99517392,-0.996298835,-0.99601539,-0.9753691,-0.96728323,-0.98269461,-0.9860235,-0.99179508,-0.99404935,-0.99251699,-0.993422595,NA,NA,NA,NA,-0.992297465,-0.99229538,-0.961364365,-0.960063265,-0.99529639,-0.99469982,-0.99587884,-0.99697222,-0.99684594,-0.99762161,-0.9985141,NA,NA,NA,NA,NA,-0.961158895,-0.96042548,-0.99126557,-0.996497745,-0.99644369,-0.97433531,NA,NA
27,"Laying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99511687,-0.99549593,-0.99724708,-0.99561497,-0.99653265,-0.99804381,-0.99329192,-0.99376582,NA,NA,NA,NA,-0.97807317,-0.99435612,-0.990180335,-0.992455965,-0.997558545,-0.997913245,-0.997719205,-0.997433855,-0.98874682,-0.97322896,-0.994329965,-0.996679195,-0.995886075,-0.962440265,-0.9993342,-0.9806125,-0.99817721,-0.99814061,-0.994507305,-0.995368555,-0.99541076,-0.99562562,-0.99633457,-0.997242605,-0.99753798,-0.99720353,-0.99580425,-0.995588295,-0.998126,-0.99787383,NA,NA,NA,NA,-0.995304235,-0.996369765,-0.991925465,-0.990126885,-0.993480875,-0.995524055,-0.99868316,-0.99852994
28,"Walking",-0.58281524,-0.66018429,-0.600942375,-0.558180195,-0.61452462,-0.58413419,-0.57635409,-0.68165992,-0.67828377,-0.59730312,-0.5879891,-0.64166284,-0.69313374,-0.66256654,-0.62407071,-0.61988856,NA,NA,-0.6229292,NA,-0.64700549,-0.57811646,-0.57313545,-0.65795147,-0.64005526,-0.60801204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44985055,-0.628444905,-0.37489006,-0.58636928,NA,NA,-0.50178016,-0.54063253,-0.65568822,-0.59153716,-0.51537181,-0.56736809,-0.47542212,-0.35113808,-0.48495855,-0.4132186,-0.622329185,-0.595036895,-0.64611926,-0.600862875,NA,NA,NA,NA,NA,NA,-0.61869543,-0.60568699
28,"Walking Upstairs",-0.66673948,-0.72672927,-0.72586706,-0.67841294,-0.60704287,-0.5963468,-0.66491488,-0.67337378,-0.65305565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71884168,-0.61633676,-0.64231489,-0.727399725,-0.73941009,-0.756612355,-0.74217151,-0.71223184,-0.64962859,-0.6711052,-0.71293747,-0.73201173,-0.75225738,-0.75474885,-0.71237787,-0.72092317,-0.68663992,-0.69875899,-0.63472564,-0.56245497,-0.71605234,NA,NA,NA,NA,NA,-0.76719412,-0.70235438,-0.73954134,-0.80578294,-0.74344995,-0.734068355,-0.698605065,-0.72176319,-0.698538565,-0.69431048,-0.74733682,-0.72796395
28,"Walking Downstairs",NA,NA,NA,NA,NA,NA,-0.6849477,-0.62439951,-0.4957388,-0.39510083,-0.51021896,-0.51214269,-0.25868597,-0.20205344,-0.20253643,-0.48662031,-0.534338495,-0.424439425,-0.39514254,-0.525909425,-0.36262941,-0.3313137,-0.33166089,-0.48098329,-0.58479916,-0.45377477,-0.391283475,-0.46782972,-0.54172261,-0.62190873,-0.62316552,NA,NA,NA,-0.64449395,-0.51234773,-0.49565523,-0.59763757,NA,NA,NA,NA,-0.36380097,-0.37926083,-0.46134951,-0.55671913,-0.46537967,-0.57704318,-0.19961296,-0.13798441,-0.50364338,-0.59133298,-0.54592706,-0.55788834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Sitting",-0.99016747,-0.98530572,-0.984286465,-0.989101985,-0.995773945,-0.98658508,-0.985703195,-0.98462326,-0.98623365,-0.98536119,-0.98864359,-0.99336095,-0.96597971,NA,NA,NA,NA,NA,NA,NA,-0.99482919,-0.993865,-0.99203793,-0.98079156,-0.96967433,-0.96704594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94327935,-0.99218428,-0.94789027,-0.9503621,-0.98230134,-0.97049313,-0.98566064,-0.97149483,-0.9823338,-0.97973427,-0.976662365,-0.981938495,-0.96097782,-0.95307976,-0.985179605,-0.987809195,-0.99212349,-0.992862275,-0.988430085,-0.991688245,-0.958798155,-0.97863607,NA,NA,NA,NA,NA,NA,-0.96421646,-0.954200785
28,"Standing",-0.89956233,-0.94226299,-0.95506313,-0.9539435,-0.97853029,-0.99167381,-0.98863452,-0.95446441,-0.95590486,-0.93598704,-0.94266375,-0.95775154,-0.979295725,-0.98097402,-0.96286919,-0.97130596,-0.977144815,-0.9872438,-0.973581675,-0.979205475,-0.96836475,-0.981213465,-0.95404394,-0.94982445,-0.95068174,-0.97107078,-0.98428364,-0.984175935,-0.984228515,-0.94010033,-0.951237215,-0.945118965,-0.937405785,-0.92688369,-0.917318535,-0.91660214,-0.98659392,-0.98531667,NA,NA,NA,NA,-0.97786184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87624999,NA,NA,-0.926784565,-0.92651892,-0.94270266,-0.945220865,-0.93612494,-0.950385325,NA,NA
28,"Laying",NA,NA,NA,NA,NA,NA,NA,NA,-0.93579666,-0.9291814,-0.97918753,-0.99555602,-0.99861174,-0.973390025,-0.97673357,-0.976838175,-0.99765308,-0.998368895,-0.97596089,-0.996674325,-0.93623532,-0.93982216,-0.99351873,-0.97991979,-0.978336,-0.99662678,-0.975933815,-0.90543059,-0.98142328,-0.99346836,-0.97069867,-0.933578445,-0.94762127,-0.9773675,-0.978176315,-0.956821065,-0.96284598,-0.983401,-0.96302288,NA,-0.99419278,-0.96293094,-0.98325933,-0.89366422,-0.98377672,-0.98278331,-0.99392824,-0.99342128,-0.99276145,-0.99281655,-0.9934975,-0.99414381,-0.99544107,-0.99407285,NA,NA,NA,NA,-0.92825026,-0.94239304,-0.961714815,-0.96766316,-0.960375,-0.944660625,-0.96316779,-0.994105
29,"Walking",-0.59932036,-0.6570101,-0.64491416,-0.64180242,-0.66073837,-0.56682909,-0.54816434,-0.60159265,-0.59233354,-0.56851346,-0.62204784,-0.69111459,-0.54758916,-0.62134105,-0.61665261,-0.62316035,-0.63868382,-0.61844959,-0.57892171,-0.61210858,-0.66684042,-0.60606305,-0.57793963,-0.5692149,-0.55415811,NA,-0.60188687,-0.61029719,-0.66047956,-0.64866215,-0.67142228,-0.64412564,-0.62745145,-0.63156962,-0.64216159,-0.69389918,-0.70688804,-0.67812062,-0.61896477,-0.55939509,-0.63831682,-0.54318353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69918032,-0.64692637,-0.54962934,-0.65166516,-0.62799157,-0.65061973,-0.64840636,-0.61137295,-0.55429379,-0.60951543,-0.56463172,-0.57282826
29,"Walking Upstairs",NA,NA,-0.74645456,-0.73401204,-0.72306286,-0.74082582,-0.71561132,-0.70352817,-0.75212907,-0.76904493,-0.78058714,-0.76974125,-0.74097996,-0.73906769,-0.71406507,-0.73614987,-0.7882432,-0.75139386,-0.77572351,-0.78822356,-0.74790583,-0.72885407,-0.71441772,-0.75963923,-0.70814676,-0.70920702,-0.79629918,NA,NA,NA,NA,NA,NA,NA,NA,-0.72742088,-0.74990011,-0.78843431,-0.78043287,-0.82418569,-0.7712332,-0.76222402,-0.75197855,-0.73975955,-0.71940704,-0.73961568,-0.75332393,-0.77465862,-0.79638905,-0.77526325,-0.80236986,-0.76379424,-0.70493747,-0.72735396,-0.8106033,NA,-0.82216941,-0.82176938,NA,NA,NA,NA,NA,NA,-0.76434586,-0.7618612
29,"Walking Downstairs",-0.69690272,-0.68373145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61715361,-0.6202426,-0.67339909,-0.59620503,-0.6136928,-0.64332261,-0.49911961,-0.62221557,NA,NA,NA,NA,NA,-0.63373125,-0.62557336,-0.53663944,-0.55655177,-0.51661921,-0.56835255,-0.66446056,-0.65773522,-0.70879462,-0.69564463,NA,NA,NA,-0.57043428,-0.64086271,-0.65095851,-0.63776855,-0.62275595,-0.66910227,-0.62485471,-0.54316326,-0.57932369,-0.61517921,-0.74541068,-0.75492578,-0.73117697,-0.70042326,-0.62641831,-0.60804734,-0.640883,-0.64487545,-0.65937193,-0.60556513,-0.62527338,-0.61668142,-0.52388699,-0.49519182,-0.52152228,-0.60063748,-0.67897079,-0.71669429
29,"Sitting",-0.9980097,-0.99493028,-0.99629281,-0.9968628,-0.99629621,-0.99823018,-0.99884417,-0.99841392,-0.99837532,-0.99828952,-0.99777005,-0.9938797,-0.99164904,-0.9971848,-0.99743913,-0.998264955,-0.99734994,-0.997614805,-0.998470635,-0.997636295,-0.99688382,-0.99686577,-0.99839725,-0.99782792,-0.980970495,-0.98406647,-0.9948456,-0.9938434,-0.99407315,-0.99666594,-0.99890039,-0.97369526,-0.99817332,-0.99737674,-0.99791514,-0.99699494,-0.97532118,-0.97283357,NA,-0.99191982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99704938,-0.99765087,-0.99809862,-0.9973333,-0.99790802,-0.99821997,-0.99343854,-0.99382727,-0.9982649,-0.99786421,NA,NA
29,"Standing",-0.99013138,-0.99500337,-0.97785951,-0.99707484,-0.99740712,-0.99669813,-0.99700484,-0.99795979,-0.99784311,-0.99772396,-0.99783649,-0.99801993,NA,NA,NA,NA,NA,NA,NA,NA,-0.99744077,-0.99721548,-0.99395515,-0.99461403,NA,NA,NA,-0.98238591,-0.99612894,-0.99641941,-0.99402446,-0.99443999,-0.99693555,-0.99742626,-0.99826621,-0.99826978,-0.98123855,-0.99367683,-0.99624395,-0.9942781,-0.99424396,-0.9922516,-0.95965481,-0.96191076,-0.98901217,-0.9911033,-0.99056193,-0.99017639,-0.99168732,-0.97770204,-0.982481055,-0.99704797,-0.997625045,-0.997802395,-0.96291507,-0.96958837,-0.9965364,-0.97257563,-0.99798188,-0.99499588,-0.99345865,-0.99313413,-0.9953927,-0.99678197,-0.994276735,-0.99724792
29,"Laying",-0.9989501,-0.9986208,-0.99834949,-0.99839496,-0.99791128,-0.9982255,-0.99921007,-0.99834553,-0.99873758,-0.99878406,-0.99918583,-0.999666,NA,NA,NA,NA,NA,NA,NA,NA,-0.99605554,-0.99617085,-0.99931166,-0.99921369,-0.99915944,-0.99946385,NA,-0.99273465,-0.99803659,-0.99719666,-0.99666598,-0.9978666,-0.99738483,-0.99887294,-0.99869823,-0.99837972,-0.98925572,-0.99191332,-0.99879621,-0.99900244,-0.99810752,-0.998417,-0.9857932,-0.99821138,-0.997941025,-0.99835468,-0.99850646,-0.998489535,-0.99885827,-0.99839883,-0.998930095,-0.99696189,-0.99703865,-0.998992615,-0.99848912,-0.9992922,-0.99607031,-0.99712762,-0.99815698,-0.99829479,-0.99803467,-0.99778249,-0.99835163,-0.99778536,-0.99806281,-0.99789503
30,"Walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56524429,-0.57314235,-0.629000025,-0.58915895,-0.587115305,-0.568855835,-0.57366998,-0.55702007,-0.555970785,-0.595958955,-0.64630448,-0.59492873,-0.58391267,-0.58070924,-0.627751895,-0.600633405,-0.608398735,-0.59773732,-0.581911725,-0.57296373,-0.577770095,-0.50191425,-0.547516905,-0.62895932,-0.594345885,-0.545612525,NA,NA,-0.49781654,NA,-0.559659205,-0.56955754,-0.586695105,-0.57754876,-0.581600635,-0.567208435,-0.550707515,-0.565268455
30,"Walking Upstairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83116801,-0.82758705,-0.790642535,-0.7726818,-0.80317146,-0.78911382,NA,NA,NA,NA,NA,NA,-0.797895505,-0.802928205,-0.8132538,-0.7631742,-0.76354241,-0.806262575,-0.789558515,-0.81882361,-0.80242378,-0.77041848,-0.746727855,-0.73198906,-0.85996058,-0.86523127,-0.80043432,-0.81822598,-0.6779184,-0.7706359,-0.75472903,-0.72395137,-0.77118314,-0.72637184,-0.6894209,-0.74512041,NA,NA,NA,-0.83970164,-0.80599812,-0.78631459,-0.84208383,-0.80956749,-0.80467679,-0.78064849,-0.772924475,-0.808385115,-0.845208635,-0.802559125,-0.88559575,-0.85249253
30,"Walking Downstairs",-0.675321145,-0.68892966,-0.670640025,-0.630471215,-0.66000856,-0.671879365,-0.663160865,-0.72646161,-0.692418805,-0.701434035,-0.71783922,-0.67415398,-0.541506445,-0.58838497,-0.54368313,-0.52757318,NA,NA,NA,NA,-0.594785095,-0.63167693,-0.63972932,-0.61002095,-0.69084577,-0.593860545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66781141,-0.69494728,NA,NA,-0.57936612,-0.5965912,-0.59473143,-0.586517,-0.7427081,-0.72845755,-0.59840495,-0.50780763,-0.54892386,-0.66063176,-0.62763608,NA,-0.68137421,-0.67883532,-0.67855414,-0.644711765,NA,NA,NA,NA,NA,NA,NA,NA
30,"Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98991201,-0.99858164,-0.99930371,-0.95797224,-0.94984899,-0.91931679,-0.999056815,-0.999239975,-0.986054255,-0.990744045,-0.98435781,-0.983681665,-0.99805595,-0.99618297,-0.99076339,-0.99012332,-0.98232361,-0.995282775,-0.997780495,-0.997256695,-0.997548295,-0.99816457,-0.99601936,-0.99604648,-0.997393475,-0.99505836,-0.994273965,-0.997028525,NA,NA,NA,NA,-0.965588215,-0.995828255,-0.997473945,-0.998665,-0.997391425,-0.99747498,-0.99050948,-0.99775514
30,"Standing",-0.97434738,-0.96520751,-0.967057695,-0.98828263,-0.98355005,-0.960825555,-0.952973615,-0.963039795,-0.975475065,-0.95013775,-0.978256965,-0.97806818,-0.92823756,-0.99044138,-0.94190751,-0.78662046,-0.97953309,-0.99289063,-0.79353845,-0.97600246,-0.983221815,-0.99473139,-0.996683005,-0.96599274,-0.97517609,-0.933935045,-0.96013053,-0.95237392,-0.95230515,-0.97826324,-0.92720727,-0.87237589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95058166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Laying",-0.99855323,-0.99869417,-0.99831888,-0.998542355,-0.99811588,-0.98943032,-0.97392915,-0.969318525,-0.94636178,-0.914823035,-0.95377282,-0.97521496,-0.994238135,-0.97781394,-0.967274435,-0.992686835,-0.99689823,-0.99885355,-0.994052275,-0.99424072,-0.96733676,-0.92330815,-0.93840925,-0.99209516,-0.961067955,-0.962175465,-0.99883519,-0.998682625,-0.99843262,-0.99376148,NA,NA,NA,NA,NA,NA,NA,NA,-0.91618669,-0.99272776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.990673635,-0.99257174,-0.939048865,-0.949360795,NA,NA,NA,NA,NA,NA,-0.97524946,-0.91795277
